,Date,Tweet
0,2020-12-15 13:11:00+00:00,b'Gaes penonton #StartUpEp16 #StartUpEp15 #startupep14 #StartUpEp9 episode berapa sih yg membuat kalian lebih semangat menjlani hidup... yg pesanny kek nyes banget.. soalny aku mau buat konten nih.... aku bingung..'
1,2020-12-13 17:00:01+00:00,b'Next year could be decisive for the world \xf0\x9f\x8c\x8f. 2020 has taught us that we need to work together for a stronger response and show that we can build back better.\n\nJoin in. Be the change.'
2,2020-12-15 07:20:24+00:00,b'NYESEK BGT JDI JIPYEONG \xf0\x9f\xa5\xba\n\n#StartUpEp9 https://t.co/WEGyec6u1W'
3,2020-12-15 07:19:57+00:00,b'pliss ngakak bgt \n\n#startupep9 https://t.co/dRkNS6SsTD'
4,2020-12-13 02:47:03+00:00,b'Kuangsam dia bandingkan Kota Kinabalu dgn permandangan kebun dia\xf0\x9f\x98\x82 Kdrama Start Up\n#startup #StartUpEp9 https://t.co/SEHu53wDBo'
5,2020-12-12 06:11:32+00:00,"b'""Ternyata kebohongan yang baik itu memang tak ada."" Start-Up Ep.9\n\n#StartUpEp9 \n#quotes https://t.co/kP0FeTM7QD'"
6,2020-12-07 16:25:25+00:00,b'suka dengan setiap sudut pengambilan gambarnya\xf0\x9f\xa5\xb0\n#StartUpEp9 https://t.co/HC94h1iwZr'
7,2020-12-07 01:29:36+00:00,"b'#StartUpEp9 udah nonton sampe eps ini, takut buat ngelanjutin ke 10 \nKenapa ya ?'"
8,2020-12-06 17:51:08+00:00,b'Han Ji Pyeong noo\xf0\x9f\x98\xad #StartUpEp9'
9,2020-12-06 16:22:52+00:00,"b'""Kenapa dia boleh, aku enggak?"" -jipyeong. \nLah elu pake acara telat ngungkapin perasaan deh Pak Hannn #StartUpEp9'"
10,2020-12-05 16:56:27+00:00,b'sama skali ga bisa paham dan sampai sekarang pun menolak untuk paham plot hole yang udah terlanjur dibikin writernim. #startupEp9 cukup jadi ending tersendiri bagi gua. #StartUpEp10 ke atasnya gua ga mau paham.'
11,2020-12-04 18:10:44+00:00,"b'""kenapa dosan boleh, aku tidak?"".\n\xf0\x9f\x98\xad\xf0\x9f\x92\x94 .\n#StartUpEp9 #StartUp https://t.co/rETGbwvGaD'"
12,2020-12-03 15:33:08+00:00,b'Bakit ganto #StartUpEp9 \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'
