,Date,Tweet
0,2020-12-14 03:10:50+00:00,b'Paling nggak bisa klo dah nonton drama hubungan ibu/ortu sama anak... ngabisin tisu \xf0\x9f\x98\xad #startupep3'
1,2020-12-05 16:54:42+00:00,b'He wins a knife fight - but loses something else. Read our latest story at https://t.co/VqaAbdPJvd.'
2,2020-12-11 17:11:49+00:00,b'WEHH no wonder semua orang fall in love with han ji pyeong!! sldjsgags #StartUpEp3'
3,2020-12-09 14:43:14+00:00,b'Han Ji-pyeong!!! \xf0\x9f\x98\x8d\n\n#StartUp\n#StartUpEp3\n#HanJiPyeong \n#KimSeonHo https://t.co/KCCGWM9FD4'
4,2020-12-09 00:28:31+00:00,"b'ini kayaknya karena dalmi cantik aja nih dosan ntuh mau rela2 aja jdi penulis suratnya dalmi sampe bohong ama ibu dalmi gini, kenal aja baru beberapa detik #StartUpEp3'"
5,2020-12-09 00:22:53+00:00,"b""#StartUpEp3\nbodoh banget han jinpyeong mau2nya jadi makcomblangnya dalmi dosan :( kamu ntuh membuka jalan untuk dirimu menjadi second male lead tau gak sih :')"""
6,2020-12-08 04:19:23+00:00,b'HAHAHAHAHAHA #StartUpEp3 sumpah lawakkk \xf0\x9f\x98\xad\xf0\x9f\x98\xad aku tak boleh lah part edit tuu'
7,2020-12-07 15:40:48+00:00,"b""#StartUpEp3 \ndo san mulai nyaman ya main 'drama' ini, mas jipyong jg mulai sadar tapi msh denial ke mba dalmi. \nseru nya di eps ini juga, semua sama sama mulai berjuang dari 0 buat ngejar mimpi masing-masing, usaha sendiri kerja keras. \n\nlalu ku udah sadar sosok lain mba injae ;) https://t.co/627Rtmj4fA"""
8,2020-12-06 16:22:50+00:00,"b""Dari scene iklan Samsan Tech, Kita sadar walau 'bobrok' tapi ganteng aman-aman aja. #StartUpEp3"""
9,2020-12-02 15:28:10+00:00,b'Orang2 udh nyampe episode brapa \nGue masih bru episode 2\nTpi fix gue jdi tim ji pyeong dehh\n#StartUpEp3'
10,2020-11-29 16:51:46+00:00,b'Bat nakakiyak lagi every time si suzy bae yung bida \xf0\x9f\x98\xa2 #StartUp #startupEp3'
11,2020-11-29 02:55:11+00:00,b'Aku pada mu ji pyong..\nAku siap kecewaaaa gpp\n#TeamJiPyeong \n#StartUpEp3 https://t.co/Sh44rp9Swp'
12,2020-11-29 02:38:03+00:00,b'selamat sayangkuuu \nBahagianya berlipat lipattt\n#StartUpEp3 https://t.co/0Bfee7VdkN'
13,2020-11-28 16:45:28+00:00,b'dan terjadi lagi green screen pembawa kebengekan\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xe2\x9c\x8a\n\xe2\x80\xa2by nam cheon ho\xf0\x9f\x99\x82\xf0\x9f\x99\x82\nsan dosan tulung sepupumu berulah lagi WHAHAHAA\n#StartUp\n#StartUpEp3 #StartUpEp13 https://t.co/hpPlsvn523'
14,2020-11-28 15:37:36+00:00,b'Sejauh ini Nam Do San kiyowoo #StartUpEp3'
