,Date,Tweet
0,2020-12-14 14:59:09+00:00,b'3 tahun belum nyatain cinta cuman sebatas teman. anying lu ngapain aja #StartUpEp13'
1,2020-12-05 16:54:42+00:00,b'He wins a knife fight - but loses something else. Read our latest story at https://t.co/VqaAbdPJvd.'
2,2020-12-09 09:55:57+00:00,"b'yuk besok siang udah close PO, buruan yang mau langsung wa aja hyung \xf0\x9f\x98\x8d\n#tiktokhotindo #tiktokindonesia #TikTok #startup #StartUpEp13 #SeoDalmi #HanJiPyeong #NamDoSan #NamJooHyuk #kaosstartup #SuzyBae #TeamJiPyeong #teamdosan https://t.co/8Txj9ceYPw'"
3,2020-12-09 09:35:05+00:00,"b'#StartUpEp13 \nPercaya deh yang namanya jodoh itu ngga bakal kemana. Sejauh apapunn kalo emang jodoh pasti bisaa aja deket lagi.. adaa aja jalannya. Kalo emang bukan jodohh sedeket apapun yaaa mau gimana lagiii :"") At the end of the story... tangan takdir emang yang paling oke. :)'"
4,2020-12-08 23:08:35+00:00,b'Mr han pun sampai 3 thn baru nak buka langkah....slowwwwww #StartUp #StartUpEp13'
5,2020-12-08 13:44:08+00:00,"b'#StartUpEp13 Recap, lagu yang cocok utk Scene2 berikut adl \xf0\x9f\x8e\xb6 Kemesraan ini, janganlah cepat berlalu \xf0\x9f\x8e\xb6 The cutest moment #HanJiPyeong (yg 3 tahun berlalu tp ga ngapa2in \xf0\x9f\xa5\xb2 ) https://t.co/UA4Qj6RGVi'"
6,2020-12-08 04:39:35+00:00,b'Bisa gak ending #StartUp kek gni aja #StartUpEp13 \xf0\x9f\x98\x82 https://t.co/Icp1qV7meR'
7,2020-12-07 07:11:07+00:00,"b'Baru nonton #StartUpEp13 udah gamau lanjut, karena gamau liat Ji-Pyeong patah hati\xf0\x9f\x98\xad'"
8,2020-12-07 02:23:17+00:00,b'#StartUpEp13 (54:00) ang dahilan kung bakit karamihan ng ex ko ay IT...na malaki ang kamay! \xf0\x9f\xa4\xaa'
9,2020-12-07 01:18:35+00:00,"b'Nam Do San, 3 tahun di Silicon Valley, laptopnya GAK ganti? \n\n#StartUp\n#StartUpEp13'"
10,2020-12-06 16:22:55+00:00,"b'3 tahun cuma sebatas teman main gaplek pas lebaran, annying bgt :) #StartUpEp13'"
11,2020-12-06 13:52:28+00:00,"b'Menangkan iPhone 11 &amp; 10 JT Koin, Ayo Panen Pohon Tabungan! #StartUpeps15 #StartUpEp13 #StartUpEp16 hari sabtu #1212ShopeeBirthdaySale https://t.co/ZdgjpncvQc https://t.co/nia8DyeICB'"
12,2020-12-06 08:13:26+00:00,"b'Selepas tengok #StartUpEp13 , saya  rasa ji pyeong harus blah dan tidak perlu berharap pada dalmi lagi kerana kita boleh lihat dalmi masih menyimpan perasaan terhadap dosan lagi dan perkara ini telah membuatkan hati saya sangat bengang ye semua\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a'"
13,2020-12-06 07:14:09+00:00,b'senengnya liat ini !!\ncompleted\xf0\x9f\x98\x8d\n\n#StartUpEp13 https://t.co/hxiGQf6tdI'
14,2020-12-06 05:07:46+00:00,"b'thanks banget eps13, cukup relate for me ehehe. hampir moveon, bahkan udah..tapi diketemuin tiba2. sucks\xf0\x9f\x98\xad\n#StartUpEp13'"
15,2020-12-06 04:31:34+00:00,"b'Begini prediksi #drakorclass ketika menantikan #StartUp #StartUpEp13 , intinya sih pak #HanJiPyeong kurang usaha! https://t.co/9ivRUwHBO4'"
16,2020-12-06 04:26:48+00:00,"b'namanya juga #drakor ya, tapi #drakorclass mulai bisa melihat alasan #Dalmi memilih #Dosan sejak #StartUpEp13'"
17,2020-12-06 03:50:38+00:00,b'ketika orang-orang berlomba-lomba ngetweet ss bagian dari drama #StartUp Dan memberikan opininya \n#StartUpEp13 #StartUpEp14 #StartUpEp15 #StartUpEp16 #StarTrekDiscovery'
18,2020-12-06 03:12:28+00:00,"b'Seandainya kita nggak menganggap #StartUpEp13 ada, dosan dan jipyeong punya kesempatan sama besarnya buat dapetin dalmi. Gue nggak bakal mau memihak siapapun seandainya itu kejadian. Ini pilihan hati dalmi aja sih. Bcs dua duanya sama baiknya kok'"
19,2020-12-06 03:12:25+00:00,"b'Heran aja di #StartUpEp13 saat semua karakter udah berkembang 3 tahun, eh kok pak han kayak nggak ada pergerakan gitu ya. Bayangin deh jipyeong eps 1-12 effort banget ke dalmi selama di sandbox. Um aneh gak sih saat pak han punya kesempatan 3 tahun tpi kayak gak terjadi apa apa?'"
20,2020-12-06 03:12:24+00:00,"b'Overall drama ini bagus banget ya menurut w. Tapi gue heran se heran herannya di #StartUpEp13 jujur aja gue #teamhanjipyeong. Karakter dia dari episode 1-12 kuat banget. Emosionalnya dapet, effortnya ke dalmi gak usah ditanya. Grafik perkembangan karakter jipyeong selalu naik'"
21,2020-12-06 03:12:24+00:00,b'Masih belum moveon. Ada apa di #StartUpEp13 ?'
22,2020-12-06 02:24:28+00:00,"b'Tiga tahun gak ngapa-ngapain mending jualan seblak aja gak sih, Pak Han?\n\nBukan Team Jipyeong, cuma ini kayak plot hole gak sih. Serius writernim kok kamu gini sih\xf0\x9f\x98\xad Rasa persainganya kurang #StartUpEp13 #StartUp https://t.co/LTxASkVhg0'"
23,2020-12-05 22:55:08+00:00,b'Berenti di eps 13. Entahlah.. ak merasa ga siap menerima kenyataan #StartUpEp13'
24,2020-12-05 22:17:00+00:00,"b""Fav quote :\n\n'kuharap aku bisa menjadi orang pertama ketika kamu merasa kesulitan'\n\n'orang pertama yang kamu pikirkan' #StartUpEp13"""
25,2020-12-05 13:33:50+00:00,"b'sejak #StartUpEp13 sebenernya udah pasrah bgt endingnya mau gimana, udah lempeng aja gitu nontonnya, lalu.. baca fans theory yg dukung jipyeong wkwk \xf0\x9f\x98\xad\xf0\x9f\xa4\xa3 masih boleh ngarep ga si hahah'"
26,2020-12-05 12:24:24+00:00,"b""I stopped at #StartUpEp13 and thats it! I sanggup tunggu JiPyeong's new drama as lead actor dari tengok sekarang tapi sakit hati. Malam ni baru nak tengok 2d1n \xf0\x9f\x98\x8d"""
27,2020-12-05 11:48:05+00:00,b'BALSEM HERBAL PAK LULUK 40 gram #stroke #syaraf kejepit #vertigo #keseleo #darah tdk lancar #asam urat seharga Rp. 28.000. Dapatkan produk ini hanya di Shopee! https://t.co/DC4fBNfzJg #ShopeeID\n#StartUpEp13 #StaySafe #Covid_19 #balsem #herbal #Instagram #Pilkada4HariLagi https://t.co/ncjCCGfL6c'
28,2020-12-05 11:08:45+00:00,b'SEKETIKA KAGETT \xf0\x9f\x98\xb6\xf0\x9f\x98\xb1 BTWW MIRIPZZZ KHAN??? #StartUpEp13 https://t.co/52SoeFdoxd'
29,2020-12-05 09:44:24+00:00,b'Belajar dulu sebelum temani mama nonton drakor #StartUpEp13 https://t.co/6sJ9goIXPH'
30,2020-12-05 09:31:24+00:00,b'kalian tim siapa?\n\n#namdosanteam #HanJiPyeongTeam #StartUpEp13 https://t.co/cgWmrnCToH'
31,2020-12-05 07:15:56+00:00,b'Wahh emosi sekali nonton #StartUpEp13 \xf0\x9f\xa4\xaf'
32,2020-12-05 06:45:34+00:00,b'GA KUATTTTTTTTTT \n\n#StartUpEp13 #TeamJiPyeong https://t.co/w8txmosa6A'
33,2020-12-05 04:12:27+00:00,b'Dari episode #StartUpEp13 gue cuma pokus ke kamu kamu kamu wkwkwkw . Intinya PAK HAN selalu dahh . Yg lain gue skip :))) #KimSeonHo3Mparty  #StartUpEp15 https://t.co/MXTBoi5Ucv'
