,Date,Tweet
0,2020-12-15 05:31:14+00:00,b'#StartUpEp5 AK ADALAH TIM JIPYEONG.'
1,2020-12-05 16:54:42+00:00,b'He wins a knife fight - but loses something else. Read our latest story at https://t.co/VqaAbdPJvd.'
2,2020-12-13 17:12:37+00:00,b'#StartUpEp5 membuatku tercengang'
3,2020-12-10 15:12:39+00:00,b'Team Han Ji-pyeong!!! \xf0\x9f\x98\x8d\n\n#StartUp\n#StartUpEp5\n#HanJiPyeong\n#KimSeonHo https://t.co/hkwYFE7q5k'
4,2020-12-09 18:48:44+00:00,b'Bila tengok Seo Dal Mi nak present ni haih sis pulak yang nervous \xf0\x9f\x98\x82\n\n#StartUpEp5'
5,2020-12-09 07:00:07+00:00,b'Dah 4 minggu dan masih belum beranjak #StartUpEp5'
6,2020-12-06 16:22:51+00:00,b'Dunia ini akan menjadi gurun jika setiap hari cerah. Harus turun hujan dan salju agar rumput bisa tumbuh. #StartUpEp5'
7,2020-12-06 15:02:26+00:00,b'Br ntn #StartUpEp5 dan smp sini sih gw #TeamNamDoSan'
8,2020-12-02 14:26:04+00:00,b'Wess jan rak masuk cah iki\n\n#Startupep5 https://t.co/x8XofkHYSh'
9,2020-12-01 08:39:29+00:00,b'INI DRAMA APASIK TAYK YAKALI TIAP EPISODE CAMPUR ADUK NONTONYA NGURAS EMOSI TEROS\xf0\x9f\x98\xad #StartUpEp5 https://t.co/TXK2p16xyc'
10,2020-11-30 13:48:12+00:00,b'Toloooong... Aku keracunan lagi \xf0\x9f\x98\xad\n\n#StartUpEp5 https://t.co/TXiq9OmBjt'
11,2020-11-29 16:21:10+00:00,"b""mapanakit talaga 'tong start up ehhh \xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\xf0\x9f\x92\x94\xf0\x9f\x92\x94 #StartUpEp5"""
12,2020-11-26 16:59:13+00:00,b'Parang lanyard ng Robinsons supermarket yung lanyard ng Sand Box. lol. #StartUpEp5'
13,2020-11-26 16:14:35+00:00,"b'Jipyeong be like: DOSAN BGST!!! GUA UDAH NOLONGIN LU SAMPE SEJAUH INI, DAN LU MALAH PELUKAN SAMA DALMI DI DEPAN GUA!!! F**K!!!\n#StartUpEp5 https://t.co/kmr9xXmGEh'"
14,2020-11-25 13:52:53+00:00,b'@wraitheIaIvez #StartUp #StartUpEp1 #StartUpEp2 #StartUpEo3 #StarrUpEp4 #StartUpEp5 #StartUpEp6 #StartUpEp7 #StartUpEp8 #StartUpE9 #StartUpEp10 #StartUpEp11 #StartUpEp12 #StartUpEp13 #HanJipyeong #seonho HHAHSHSHSSHAHW'
15,2020-11-24 14:07:37+00:00,b'Keeerrreeen parah \xf0\x9f\x98\x8e\n#StartUpEp5'
16,2020-11-24 13:44:40+00:00,b'Ganto lang galawan ko pag nasa team eh. Tamang trip lang \xf0\x9f\x98\x82\xf0\x9f\x98\x82 #StartUpEp5 https://t.co/AHRAQdpEiP'
17,2020-11-23 19:28:08+00:00,b'Tim han ji pyeong #StartUpEp5 \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'
18,2020-11-22 15:28:33+00:00,b'#StartUpEp5 seru'
19,2020-11-22 14:45:50+00:00,b'Lanjutin #StartUpEp5 #StartUp ahhh mo liat Han daepyo https://t.co/o44dSOb9xX'
20,2020-11-21 12:51:44+00:00,"b'@ananditafanny Baiklah, ku akan mengikutimu...Lanjut #StartUpEp5 \xf0\x9f\x98\x82'"
