,Date,Tweet
0,2020-12-13 18:19:17+00:00,"b'tapi takut juga eh kalau dapat mentor macam han ji pyeong, getar lutut time dia speaks the truth. rasa cam \xf0\x9f\xa5\xb5\xf0\x9f\xa4\xaf #StartUpEp11'"
1,2020-11-21 18:08:30+00:00,"b'A man and a butterfly have pleasant, interlocking dreams. Read our latest story at https://t.co/lerRpbz1Ld.'"
2,2020-12-11 16:12:05+00:00,b'for the first time ji pyeong cakap benda yang betul n positif pastu samsan tech taknak percaya eeeeeeee rasa nak pukul sorang sorang!!!! #startupEp11'
3,2020-12-08 04:55:32+00:00,b'SDIHHHHHHHHH\n#startupep11'
4,2020-12-08 04:51:46+00:00,b'bagaimana nasib samsan tech\xf0\x9f\xa5\xb2\n#StartUpEp11'
5,2020-12-06 16:22:53+00:00,b'Jangan cuma punya ambisi dan keberanian. Tapi juga butuh kehati-hatian. #startupep11'
6,2020-12-06 11:05:14+00:00,b'Bakit ako ang kinakabahan sa 12TH DEMODAY nila HAHAHAHA\n#StartUpEp11'
7,2020-12-06 09:40:46+00:00,b'KOCAK BGT SIH MEREKA\xf0\x9f\xa5\xba\xf0\x9f\x98\xbb\n#StartUpEp11 https://t.co/NTaBY9riBx'
8,2020-12-05 16:50:45+00:00,b'Rahasia bahagia #startupep11 https://t.co/5ADkQGyffR'
9,2020-12-04 13:44:56+00:00,b'Aku baru #StartUpEp11 ni \xf0\x9f\x98\x82'
10,2020-12-02 05:36:31+00:00,b'Bangga jap ada Jalur Gemilang #StartUpEp11'
11,2020-12-01 23:54:50+00:00,"b'@crisp_v @CJnDrama Mau team Do San atau Ji Pyeong yg penting punya kaos yg lucu ini! Bahan dan sablon kualitas oke punya, beda sama lapak sebelah\xf0\x9f\xa4\xadYang mo tanya2, DM aja dulu buat party oke loh \xf0\x9f\xa5\xb3#StartUp #BaeSuzy #NamJooHyuk #KimSeonHo #StartUpEp11 #StartUp12 #StartUpEp13 https://t.co/wZ4mKmx1J0'"
12,2020-12-01 13:48:23+00:00,b'#startupep11 alex kambing anjr!!\xf0\x9f\x98\xa3'
13,2020-11-30 03:39:58+00:00,"b'@chachathaib @xolovelyhaci Mau team Do San atau Ji Pyeong yg penting punya kaos yg lucu ini! Bahan dan sablon kualitas oke punya, beda sama lapak sebelah\xf0\x9f\xa4\xadYang mo tanya2, DM aja dulu\xf0\x9f\xa5\xb3 #StartUp #BaeSuzy #NamJooHyuk #KimSeonHo #StartUpEp11 #StartUp12 #StartUpEp13 https://t.co/0ujCyrwbbI'"
14,2020-11-30 03:39:16+00:00,"b'@andihiyat @xolovelyhaci Mau team Do San atau Ji Pyeong yg penting punya kaos yg lucu ini! Bahan dan sablon kualitas oke punya, beda sama lapak sebelah\xf0\x9f\xa4\xadYang mo tanya2, DM aja dulu\xf0\x9f\xa5\xb3 #StartUp #BaeSuzy #NamJooHyuk #KimSeonHo #StartUpEp11 #StartUp12 #StartUpEp13 https://t.co/K57IYOsv0A'"
15,2020-11-29 17:39:42+00:00,"b'Park hye ryun dia bg semua chracter development kt jipyeong, dia xbg cinta jeeee \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad#startupep11 https://t.co/WqGuYnX2DK'"
16,2020-11-29 03:32:31+00:00,"b'@andori Mau team Do San atau Ji Pyeong yg penting punya kaos yg lucu ini! Bahan dan sablon kualitas oke punya, beda sama lapak sebelah\xf0\x9f\xa4\xadYang mo tanya2, DM aja dulu\xf0\x9f\xa5\xb3 #StartUp #BaeSuzy #NamJooHyuk #KimSeonHo #StartUpEp11 #StartUp12 #StartUpEp13 https://t.co/a3cL4g9Rv9'"
17,2020-11-29 02:52:49+00:00,"b'@WatchmenID Maaf ka ikutan jualan yah\nHalo guys, mau pake kaos SANDBOXnya Start-Up biar kayak Dalmi/Jipyeong atau sekalian bundling sama name tag bisa DM atau via IG @/borjouiz yaa, makasihhhh\xf0\x9f\xa4\x97\n\n#StartUp #BaeSuzy #NamJooHyuk #KimSeonHo #StartUpEp11 #StartUp12 #StartUpEp13 https://t.co/gSUZh50Dp0'"
18,2020-11-29 02:13:38+00:00,"b'@Poconggg Hahahahah\xf0\x9f\x98\x82\n\nMaaf ka ikutan jualan yah\nHalo guys, mau pake kaos SANDBOXnya Start-Up biar kayak Dalmi/Jipyeong atau sekalian bundling sama name tag bisa DM atau via IG @/borjouiz yaa, makasihhhh\xf0\x9f\xa4\x97\n\n#StartUp #BaeSuzy #NamJooHyuk #KimSeonHo #StartUpEp11 #StartUp12 #StartUpEp13 https://t.co/CNmkWdJaY8'"
19,2020-11-28 17:18:42+00:00,"b'@andori Hahahahah\xf0\x9f\x98\x82\n\nMaaf ka ikutan jualan yah\nHalo guys, mau pake kaos SANDBOXnya Start-Up biar kayak Dalmi/Jipyeong atau sekalian bundling sama name tag bisa DM atau via IG @/borjouiz yaa, makasihhhh\xf0\x9f\xa4\x97\n\n#StartUp #BaeSuzy #NamJooHyuk #KimSeonHo #StartUpEp11 #StartUp12 #StartUpEp13 https://t.co/zH0g2IHj8u'"
20,2020-11-28 14:49:21+00:00,"b'@kdramadump \xf0\x9f\xa5\xba\xf0\x9f\x98\xad\n\nMaaf ka ikutan jualan yah\nHalo guys, mau pake kaos SANDBOXnya Start-Up biar kayak Dalmi/Jipyeong atau sekalian bundling sama name tag bisa DM atau via IG @/borjouiz yaa, makasihhhh\xf0\x9f\xa4\x97\n\n#StartUp #BaeSuzy #NamJooHyuk #KimSeonHo #StartUpEp11 #StartUp12 #StartUpEp13 https://t.co/yxFBvHnT2J'"
21,2020-11-28 13:32:24+00:00,"b'@rznsz Maaf ka ikutan jualan yah\nHalo guys, mau pake kaos SANDBOXnya Start-Up biar kayak Dalmi/Jipyeong atau sekalian bundling sama name tag bisa DM atau via IG @/borjouiz yaa, makasihhhh\xf0\x9f\xa4\x97\n\n#StartUp #BaeSuzy #NamJooHyuk #KimSeonHo #StartUpEp11 #StartUp12 #StartUpEp13 https://t.co/9PU0OwZ8h5'"
22,2020-11-28 13:29:50+00:00,"b'@falaseol Sameeew\xf0\x9f\x98\xad\xe2\x9d\xa4\xef\xb8\x8f\n\nMaaf ka ikutan jualan yah\nHalo guys, mau pake kaos SANDBOXnya Start-Up biar kayak Dalmi/Jipyeong atau sekalian bundling sama name tag bisa DM atau via IG @/borjouiz yaa, makasihhhh\xf0\x9f\xa4\x97\n\n#StartUp #BaeSuzy #NamJooHyuk #KimSeonHo #StartUpEp11 #StartUp12 #StartUpEp13 https://t.co/ka7DatKv1s'"
23,2020-11-28 13:25:46+00:00,"b'@jeeyinish Halu\xf0\x9f\x98\xad\xf0\x9f\xa4\xa1\n\nMaaf ka ikutan jualan yah\nHalo guys, mau pake kaos SANDBOXnya Start-Up biar kayak Dalmi/Jipyeong atau sekalian bundling sama name tag bisa DM atau via IG @/borjouiz yaa, makasihhhh\xf0\x9f\xa4\x97\n\n#StartUp #BaeSuzy #NamJooHyuk #KimSeonHo #StartUpEp11 #StartUp12 #StartUpEp13 https://t.co/pNMdImtKR7'"
24,2020-11-28 13:23:56+00:00,"b'@RifqiIhsanFird2 \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nMaaf ka ikutan jualan yah\nHalo guys, mau pake kaos SANDBOXnya Start-Up biar kayak Dalmi/Jipyeong atau sekalian bundling sama name tag bisa DM atau via IG @/borjouiz yaa, makasihhhh\xf0\x9f\xa4\x97\n\n#StartUp #BaeSuzy #NamJooHyuk #KimSeonHo #StartUpEp11 #StartUp12 #StartUpEp13 https://t.co/4gUjIPEsxw'"
25,2020-11-28 13:22:32+00:00,"b'@unnieversity \xf0\x9f\x98\xad\xe2\x9d\xa4\xef\xb8\x8f\n\nMaaf ka ikutan jualan yah\nHalo guys, mau pake kaos SANDBOXnya Start-Up biar kayak Dalmi/Jipyeong atau sekalian bundling sama name tag bisa DM atau via IG @/borjouiz yaa, makasihhhh\xf0\x9f\xa4\x97\n\n#StartUp #BaeSuzy #NamJooHyuk #KimSeonHo #StartUpEp11 #StartUp12 #StartUpEp13 https://t.co/6tctEJxWu1'"
26,2020-11-28 13:21:51+00:00,"b'@kdramantasy \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\xa4\xa1\n\nMaaf ka ikutan jualan yah\nHalo guys, mau pake kaos SANDBOXnya Start-Up biar kayak Dalmi/Jipyeong atau sekalian bundling sama name tag bisa DM atau via IG @/borjouiz yaa, makasihhhh\xf0\x9f\xa4\x97\n\n#StartUp #BaeSuzy #NamJooHyuk #KimSeonHo #StartUpEp11 #StartUp12 #StartUpEp13 https://t.co/BEcGtghUga'"
27,2020-11-28 13:21:15+00:00,"b'@kdramatreats \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\n\nMaaf ka ikutan jualan yah\nHalo guys, mau pake kaos SANDBOXnya Start-Up biar kayak Dalmi/Jipyeong atau sekalian bundling sama name tag bisa DM atau via IG @/borjouiz yaa, makasihhhh\xf0\x9f\xa4\x97\n\n#StartUp #BaeSuzy #NamJooHyuk #KimSeonHo #StartUpEp11 #StartUp12 #StartUpEp13 https://t.co/mhgOxkKEku'"
28,2020-11-28 11:24:22+00:00,"b'@belt_silver Mau team Do San atau Ji Pyeong yg penting punya kaos yg lucu ini! Bahan dan sablon kualitas oke punya, beda sama lapak sebelah\xf0\x9f\xa4\xadYang mo tanya2, DM aja dulu\xf0\x9f\xa5\xb3 #StartUp #BaeSuzy #NamJooHyuk #KimSeonHo #StartUpEp11 #StartUp12 #StartUpEp13 https://t.co/A8zVuC68nH'"
29,2020-11-28 11:24:01+00:00,"b'@kdramatreats Mau team Do San atau Ji Pyeong yg penting punya kaos yg lucu ini! Bahan dan sablon kualitas oke punya, beda sama lapak sebelah\xf0\x9f\xa4\xadYang mo tanya2, DM aja dulu\xf0\x9f\xa5\xb3 #StartUp #BaeSuzy #NamJooHyuk #KimSeonHo #StartUpEp11 #StartUp12 #StartUpEp13 https://t.co/VWiFovhE1M'"
