,Date,Tweet
0,2020-12-13 09:10:17+00:00,"b'and seo dal mi obvly kenal han ji pyeong as senior manager at sandbox, not more than that? dia taktahu pun ji pyeong rapat with halmeoni? like how tf dia nak tahu han ji pyeong suka dia?!?! #StartUpEp8'"
1,2020-12-13 17:00:01+00:00,b'Next year could be decisive for the world \xf0\x9f\x8c\x8f. 2020 has taught us that we need to work together for a stronger response and show that we can build back better.\n\nJoin in. Be the change.'
2,2020-12-13 01:34:21+00:00,"b'sudah dimengerti kenapa dalmi milih dosan dibanding jipyong, karena dosan itu cowok yg to the point dia jelas mau apa dan berbuat apa , beda sama jipyong yg karakter dari awal dia pake topeng buat nutupin semua kelemahannya #startupep8'"
3,2020-12-11 16:36:59+00:00,b'Haaaaaayyy... Han Ji-pyeong. \xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\n\n#StartUpEp8\n#StartUp \n#KimSeonHo\n#HanJiPyeong https://t.co/Q2N0bQ8NjM'
4,2020-12-11 07:05:19+00:00,"b'Aduduu Nam Do San disini sweet bgt ya ampun Dal Mi nangis, pas lg bedakan lgsg di senterin trus dikasi tau yg blm kena di sblh mn aaaa gemes\xf0\x9f\x98\xad\xf0\x9f\x91\x8d #StartUpEp8 https://t.co/v3UOv3w53h'"
5,2020-12-08 05:08:19+00:00,b'Baru kepikiran ternyata hobiku keknya  emang nonton 2 series sekaligus deh\xf0\x9f\xa4\x94 \n\nBentar ya #StartUpEp8 aku ke #TheGiftedGraduationEP11 dulu\xf0\x9f\x92\x99 https://t.co/ptxbfA5fAu'
6,2020-12-07 11:17:10+00:00,"b'Aku mulai bosan di eps 8, #StartUpEp8 takut sedih liat ji pyeong \xf0\x9f\x98\xad lanjut ato mending nnton yg lain?'"
7,2020-12-06 16:22:52+00:00,b'Episode banyak part Jipyeong sama Dal-mi nya. Njemput Dal-mi. Nunggu Dal-mi bangun. Mbelikin sandal Dal-mi. Pak Han terbaik! #startupep8'
8,2020-12-04 04:01:28+00:00,"b'Ayo neng Dal-Mi, pilih pak Han Ji-Pyiung, Nam Do-San, atau aku?\n\xf0\x9f\xa4\xad\xf0\x9f\xa4\xa3\n#startupep8 \n#startup https://t.co/43pgr2QoFV'"
9,2020-11-26 15:41:53+00:00,"b'besok udah eps baru, gw masih stuck di eps 8 #startupep8'"
10,2020-11-25 15:43:49+00:00,b'Semoga harapan itu msh ada\n#StartUpEp8'
11,2020-11-25 13:52:53+00:00,b'@wraitheIaIvez #StartUp #StartUpEp1 #StartUpEp2 #StartUpEo3 #StarrUpEp4 #StartUpEp5 #StartUpEp6 #StartUpEp7 #StartUpEp8 #StartUpE9 #StartUpEp10 #StartUpEp11 #StartUpEp12 #StartUpEp13 #HanJipyeong #seonho HHAHSHSHSSHAHW'
12,2020-11-24 03:32:27+00:00,b'#StartUpEp8 TAH TIPU2 PULAK https://t.co/zWbWEn3BIx'
13,2020-11-22 15:06:48+00:00,b'Ji pyeong and Dal mi moment \xf0\x9f\xa5\xba\n#StartUpEp8'
14,2020-11-22 09:18:14+00:00,b'AHAHAHAHA WALANG MAKAKAPIGIL #StartUpEp8 #StartUp #Suzy https://t.co/xNDmLZsEr2'
15,2020-11-22 09:05:04+00:00,"b'Ada juga stripes scrunchie, mirip sama scrunchienya Dalmi yang ketinggalan di mobilnya Jipyeong di #StartUpEp8 akhirnya dikembaliin sama Dosan di #StartUpEp 9 \xf0\x9f\xa4\xa3 #StartUpEp11 #StartUpEp12 #samsantech #TeamGoodBoy #TeamDosan https://t.co/mE3mQ6rO7Y'"
16,2020-11-19 13:00:43+00:00,b'#StartUpEp8 diharapkn untuk berhati-hati. https://t.co/XcaUbCG011'
17,2020-11-19 03:37:03+00:00,b'SANA AKO NALANG YUNG NOODLES!\xc2\xb4\xe0\xbc\x8e\xe0\xba\xb6\xd9\xb9\xe0\xbc\x8e\xe0\xba\xb6` \n#HanJiPyeongTeam #TeamJiDal #StartUp #StartUpEp8 #\xec\x9a\xb4\xec\xa0\x84 #kimseonho #HanJipyeong https://t.co/LgqA6fvrfl'
18,2020-11-18 16:32:34+00:00,b'8eps dlm 12jam..ini film drakor kedua yg berhasil bikin Bollywood lovers mau nonton drakor\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f #StartUpEp8 https://t.co/fQ3xxO9RjD'
19,2020-11-18 12:52:10+00:00,"b'Setelah menonton #StartUpEp8, besok kita coba masak Kalguksu\xf0\x9f\x8d\x9c'"
